Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,36.59,-13869.54,-338.281463,0.566543,-0.827895,-2.209121,36.585365853658537,16.3297,41,2
0,36.59,-13869.54,-338.281463,0.566543,-0.827895,-2.209121,36.585365853658537,16.3297,41,1
