Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,42.86,-8266.72,-196.826667,0.720855,-0.630625,-1.389342,42.857142857142854,12.8705,42,2
0,42.86,-8266.72,-196.826667,0.720855,-0.630625,-1.389342,42.857142857142854,12.8705,42,1
