Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,39.53,-5360.40,-124.660465,0.800041,-0.592941,-0.927415,39.534883720930232,8.9168,43,2
0,39.53,-5360.40,-124.660465,0.800041,-0.592941,-0.927415,39.534883720930232,8.9168,43,1
