Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,43.18,-1390.39,-31.599773,0.946989,-0.144138,-0.226870,43.18181818181818,9.0327,44,2
0,43.18,-1390.39,-31.599773,0.946989,-0.144138,-0.226870,43.18181818181818,9.0327,44,1
