Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,60.80,-2902.58,-16.491932,0.978853,-0.139679,-0.098952,60.79545454545454,18.8944,176,2
0,60.80,-2902.58,-16.491932,0.978853,-0.139679,-0.098952,60.79545454545454,18.8944,176,1
