Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,59.19,-14788.96,-66.318206,0.916303,-0.373033,-0.448348,59.192825112107627,34.5636,223,2
0,59.19,-14788.96,-66.318206,0.916303,-0.373033,-0.448348,59.192825112107627,34.5636,223,1
