Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpFastEMA,InpSlowEMA,InpSignalSMA
114,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,1,286
108,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,181,211
104,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,181,256
98,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,196,226
90,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,31,16
86,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,76,1
72,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,286,61
77,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,196,91
69,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,1,286
61,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,121,136
57,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,286,151
52,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,1,76
51,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,181,196
43,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,91,151
34,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,241,31
29,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,106,61
20,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,76,106,91
3,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,211,151
16,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,271,226
13,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,46,121
101,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,16,46
84,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,271,166
66,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,256,31
49,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,136,271
30,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,1,1
2,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,76,61
113,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,61,61
96,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,271,271
81,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,61,136
59,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,181,151,121
37,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,181,271
18,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,46,61
0,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,256,1
119,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,121,181
102,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,106,226
85,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,196,136
68,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,121,106
50,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,151,271
33,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,91,241
10,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,136,46
110,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,166,106
95,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,241,91
65,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,106,166
46,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,1,121
27,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,121,31
5,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,166,121
112,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,91,61,166
97,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,256,76
74,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,76,226
56,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,91,271
42,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,46,241
26,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,241,196
14,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,46,1
106,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,106,121
89,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,31,91
73,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,241,61
55,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,151,1
44,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,91,91
24,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,181,241,46
6,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,211,46
107,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,76,286,151
88,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,76,121
71,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,91,1,1
54,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,136,166
36,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,121,271
25,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,166,211
9,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,271,76
105,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,31,91
87,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,256,136
70,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,196,286
53,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,121,61
35,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,121,226
19,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,286,31
8,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,46,181
111,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,121,91
92,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,196,61
83,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,271,151
64,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,181,286
40,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,106,31
23,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,241,121
7,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,91,16,121
120,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,151,151
103,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,226,211
80,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,121,211
63,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,46,136
45,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,91,106,136
28,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,76,256
12,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,16,241
116,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,46,16
94,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,151,61,46
76,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,271,241
60,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,121,271
39,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,91,61,16
15,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,286,286
115,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,241,211
99,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,226,241
82,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,61,226
67,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,61,76,286
47,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,16,31
32,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,1,136,136
17,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,76,76,286
117,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,31,196
100,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,91,271
79,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,241,271
48,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,61,181
31,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,226,166
11,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,106,46,16
118,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,241,271
93,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,46,181,61
75,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,76,136,271
58,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,181,31,151
38,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,136,121
21,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,91,61
4,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,76,286,121
109,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,16,271,286
91,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,151,196
78,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,31,241,241
62,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,136,31,151
41,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,121,226,106
22,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,196,211,76
1,62.07,2540.76,17.522483,1.023888,0.158440,0.093291,62.068965517241381,15.9606,145,166,121,241
