Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,0.88,3592.36,211.315294,1.564458,0.703762,0.882987,0,5.0209,17,2
0,0.88,3592.36,211.315294,1.564458,0.703762,0.882987,0,5.0209,17,1
