Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,inp_force_opt
1,0.72,3058.31,179.900588,1.442751,0.664060,0.717388,0,4.5300,17,2
0,0.72,3058.31,179.900588,1.442751,0.664060,0.717388,0,4.5300,17,1
